ingredient_name,category_id,category_name,quantity_kg,shelf_life_days,calories_per_100,purchase_days_ago,days_until_expiry,storage_location,storage_temp_c,waste_quantity_kg,waste_ratio,risk_level,risk_code,consumption_frequency,user_is_vegetarian,waste_reason
Kripë,6,Erëza,3.58,1000,0,575,422,Frigorifer,4.0,0.949,0.265,low,0,20,0,other
Kripë,6,Erëza,1.18,1000,0,835,163,Qilar,20.0,0.244,0.207,low,0,6,1,expired
Tërshërë,5,Drithëra,8.81,180,389,92,88,Kuzhinë,20.0,3.365,0.382,low,0,2,0,spoiled
Qepë,1,Perime,0.42,30,40,2,31,Raft,20.0,0.001,0.002,low,0,11,0,none
Domate,1,Perime,9.57,7,18,4,1,Qilar,20.0,7.091,0.741,high,2,18,0,overcooked
Lakër,1,Perime,8.13,14,25,2,17,Kuzhinë,20.0,0.0,0,low,0,14,0,none
Majdanoz,6,Erëza,8.59,5,36,2,2,Kuzhinë,20.0,4.295,0.5,high,2,4,1,expired
Gjalpë,4,Bulmet,7.95,30,717,16,13,Kuzhinë,20.0,0.254,0.032,low,0,7,0,none
Kripë,6,Erëza,5.43,1000,0,218,780,Ngrirës,-18.0,1.254,0.231,low,0,12,1,spoiled
Pasta,5,Drithëra,1.91,365,131,239,127,Ngrirës,-18.0,0.248,0.13,low,0,12,1,overcooked
Qumësht,4,Bulmet,7.66,5,42,1,6,Raft,20.0,2.75,0.359,medium,1,2,1,overcooked
Djathë,4,Bulmet,4.41,14,264,11,6,Kuzhinë,20.0,1.05,0.238,medium,1,7,0,overcooked
Banane,2,Fruta,9.32,6,89,4,2,Qilar,20.0,2.088,0.224,high,2,8,1,overcooked
Mish pule,3,Mish,9.16,3,165,0,5,Qilar,20.0,1.695,0.185,medium,1,2,1,other
Mollë,2,Fruta,7.08,21,52,12,11,Frigorifer,4.0,0.0,0,low,0,12,1,none
Kastravec,1,Perime,2.14,7,16,2,2,Raft,20.0,1.376,0.643,high,2,2,0,overcooked
Karrota,1,Perime,0.52,30,41,20,11,Raft,20.0,0.038,0.073,low,0,4,0,expired
Patate,1,Perime,9.97,45,77,29,21,Kuzhinë,20.0,0.0,0,low,0,4,0,none
Spinaq,1,Perime,3.35,5,23,2,7,Ngrirës,-18.0,0.935,0.279,medium,1,6,0,other
Bukë,5,Drithëra,6.25,3,265,1,4,Qilar,20.0,1.594,0.255,medium,1,3,0,expired
Patate,1,Perime,6.7,45,77,11,38,Raft,20.0,2.104,0.314,low,0,12,0,expired
Kastravec,1,Perime,8.61,7,16,0,5,Qilar,20.0,1.266,0.147,medium,1,4,0,spoiled
Majdanoz,6,Erëza,7.22,5,36,1,6,Raft,20.0,3.711,0.514,medium,1,9,1,overcooked
Qepë,1,Perime,4.44,30,40,1,33,Frigorifer,4.0,0.24,0.054,low,0,15,0,spoiled
Vezë,3,Mish,5.99,21,155,1,22,Qilar,20.0,0.288,0.048,low,0,1,0,none
Pasta,5,Drithëra,7.53,365,131,33,329,Frigorifer,4.0,0.0,0,low,0,13,0,none
Pasta,5,Drithëra,6.26,365,131,155,207,Frigorifer,4.0,1.208,0.193,low,0,1,0,overcooked
Spinaq,1,Perime,9.38,5,23,1,7,Frigorifer,4.0,5.684,0.606,medium,1,17,0,expired
Patate,1,Perime,5.47,45,77,40,3,Qilar,20.0,4.048,0.74,medium,1,20,0,overcooked
Portokall,2,Fruta,7.62,14,47,3,13,Raft,20.0,0.0,0,low,0,11,0,none
Qepë,1,Perime,3.68,30,40,2,25,Raft,20.0,1.693,0.46,low,0,19,0,expired
Mish pule,3,Mish,5.75,3,165,0,1,Raft,20.0,4.261,0.741,high,2,13,1,other
Mollë,2,Fruta,0.54,21,52,7,18,Ngrirës,-18.0,0.0,0,low,0,7,0,none
Kos,4,Bulmet,8.5,7,61,4,5,Ngrirës,-18.0,2.542,0.299,medium,1,1,0,other
Salmon,3,Mish,4.64,2,208,0,4,Qilar,20.0,1.16,0.25,medium,1,1,0,other
Speca,1,Perime,9.86,10,31,5,6,Ngrirës,-18.0,3.875,0.393,medium,1,13,0,overcooked
Karrota,1,Perime,4.65,30,41,8,21,Raft,20.0,0.0,0,low,0,5,0,none
Kripë,6,Erëza,2.29,1000,0,338,660,Frigorifer,4.0,0.0,0,low,0,1,0,none
Kos,4,Bulmet,0.49,7,61,6,-2,Raft,20.0,0.289,0.59,high,2,18,1,overcooked
Lakër,1,Perime,0.24,14,25,14,-2,Frigorifer,4.0,0.147,0.613,high,2,13,1,other
Lakër,1,Perime,7.97,14,25,9,2,Kuzhinë,20.0,4.423,0.555,high,2,11,1,overcooked
Majdanoz,6,Erëza,5.7,5,36,1,2,Ngrirës,-18.0,4.68,0.821,high,2,19,1,overcooked
Kastravec,1,Perime,4.01,7,16,3,4,Ngrirës,-18.0,0.253,0.063,medium,1,1,0,other
Portokall,2,Fruta,3.6,14,47,2,10,Qilar,20.0,0.835,0.232,low,0,15,1,expired
Bukë,5,Drithëra,6.0,3,265,0,7,Ngrirës,-18.0,3.018,0.503,medium,1,8,0,spoiled
Speca,1,Perime,4.37,10,31,2,6,Raft,20.0,2.089,0.478,medium,1,6,0,overcooked
Qumësht,4,Bulmet,7.88,5,42,4,5,Raft,20.0,2.057,0.261,medium,1,4,1,expired
Vaj ulliri,6,Erëza,1.21,365,884,223,142,Raft,20.0,0.0,0,low,0,12,0,none
Djathë,4,Bulmet,5.55,14,264,11,5,Kuzhinë,20.0,0.821,0.148,medium,1,6,0,other
Djathë,4,Bulmet,5.22,14,264,11,0,Qilar,20.0,2.767,0.53,high,2,8,1,spoiled
Patate,1,Perime,5.52,45,77,24,20,Ngrirës,-18.0,0.0,0,low,0,17,0,none
Limon,2,Fruta,9.62,21,29,9,9,Frigorifer,4.0,0.856,0.089,low,0,17,0,spoiled
Tërshërë,5,Drithëra,7.56,180,389,41,136,Raft,20.0,2.109,0.279,low,0,10,0,spoiled
Spinaq,1,Perime,6.66,5,23,1,1,Qilar,20.0,4.416,0.663,high,2,3,0,overcooked
Salmon,3,Mish,9.88,2,208,2,0,Raft,20.0,5.533,0.56,high,2,4,0,other
Portokall,2,Fruta,5.82,14,47,11,3,Frigorifer,4.0,0.0,0,medium,1,5,0,none
Spinaq,1,Perime,0.46,5,23,1,1,Ngrirës,-18.0,0.258,0.56,high,2,8,0,spoiled
Bukë,5,Drithëra,4.45,3,265,2,0,Frigorifer,4.0,3.711,0.834,high,2,8,0,spoiled
Qepë,1,Perime,9.0,30,40,24,5,Frigorifer,4.0,1.296,0.144,medium,1,14,0,other
Speca,1,Perime,0.13,10,31,0,12,Raft,20.0,0.013,0.097,low,0,8,1,other
Vezë,3,Mish,3.62,21,155,18,1,Frigorifer,4.0,1.875,0.518,high,2,1,0,expired
Mish viçi,3,Mish,6.86,4,250,0,8,Qilar,20.0,0.213,0.031,low,0,13,0,none
Majdanoz,6,Erëza,9.45,5,36,4,6,Frigorifer,4.0,3.515,0.372,medium,1,9,0,overcooked
Patate,1,Perime,6.24,45,77,25,19,Ngrirës,-18.0,2.827,0.453,low,0,19,0,spoiled
Karrota,1,Perime,4.26,30,41,0,35,Qilar,20.0,1.039,0.244,low,0,14,1,other
Vaj ulliri,6,Erëza,8.78,365,884,20,348,Ngrirës,-18.0,1.343,0.153,low,0,13,0,expired
Kos,4,Bulmet,5.17,7,61,6,3,Qilar,20.0,1.127,0.218,medium,1,9,0,expired
Vezë,3,Mish,9.66,21,155,12,9,Qilar,20.0,1.903,0.197,low,0,20,0,spoiled
Kos,4,Bulmet,4.23,7,61,0,8,Kuzhinë,20.0,0.051,0.012,low,0,7,0,none
Majdanoz,6,Erëza,1.77,5,36,1,7,Frigorifer,4.0,0.324,0.183,medium,1,3,0,spoiled
Mollë,2,Fruta,2.24,21,52,13,7,Raft,20.0,1.154,0.515,medium,1,11,0,spoiled
Karrota,1,Perime,6.82,30,41,27,8,Frigorifer,4.0,0.0,0,low,0,18,1,none
Gjalpë,4,Bulmet,9.51,30,717,19,9,Ngrirës,-18.0,0.742,0.078,low,0,8,0,expired
Pasta,5,Drithëra,6.05,365,131,349,19,Qilar,20.0,0.0,0,low,0,8,0,none
Djathë,4,Bulmet,3.45,14,264,3,10,Qilar,20.0,0.097,0.028,low,0,15,0,none
Portokall,2,Fruta,6.7,14,47,5,14,Ngrirës,-18.0,0.0,0,low,0,8,0,none
Mollë,2,Fruta,9.5,21,52,1,20,Qilar,20.0,2.926,0.308,low,0,17,1,other
Domate,1,Perime,3.8,7,18,4,5,Kuzhinë,20.0,1.558,0.41,medium,1,13,0,other
Limon,2,Fruta,7.98,21,29,12,10,Qilar,20.0,0.295,0.037,low,0,7,0,none
Lakër,1,Perime,4.42,14,25,9,9,Qilar,20.0,0.0,0,low,0,13,1,none
Tërshërë,5,Drithëra,5.99,180,389,128,55,Ngrirës,-18.0,0.916,0.153,low,0,9,0,expired
Kastravec,1,Perime,3.5,7,16,5,-1,Raft,20.0,2.054,0.587,high,2,1,0,overcooked
Qumësht,4,Bulmet,0.97,5,42,2,2,Qilar,20.0,0.595,0.613,high,2,12,1,other
Banane,2,Fruta,8.46,6,89,1,3,Ngrirës,-18.0,0.829,0.098,medium,1,1,1,overcooked
Spinaq,1,Perime,2.47,5,23,5,-2,Qilar,20.0,1.445,0.585,high,2,2,0,spoiled
Lakër,1,Perime,7.95,14,25,2,15,Frigorifer,4.0,1.964,0.247,low,0,10,0,overcooked
Speca,1,Perime,7.21,10,31,0,14,Kuzhinë,20.0,0.022,0.003,low,0,8,0,none
Pasta,5,Drithëra,9.05,365,131,15,355,Frigorifer,4.0,0.516,0.057,low,0,16,0,spoiled
Spinaq,1,Perime,9.33,5,23,0,7,Raft,20.0,2.603,0.279,medium,1,9,0,spoiled
Speca,1,Perime,3.69,10,31,10,1,Ngrirës,-18.0,1.616,0.438,high,2,14,1,overcooked
Mollë,2,Fruta,8.46,21,52,20,5,Ngrirës,-18.0,3.959,0.468,medium,1,1,1,overcooked
Tërshërë,5,Drithëra,8.22,180,389,56,128,Kuzhinë,20.0,1.258,0.153,low,0,15,0,other
Mish pule,3,Mish,6.85,3,165,3,0,Qilar,20.0,4.137,0.604,high,2,2,0,overcooked
Piper,6,Erëza,1.61,1000,251,449,556,Frigorifer,4.0,0.18,0.112,low,0,1,0,overcooked
Oriz,5,Drithëra,5.24,365,130,23,339,Ngrirës,-18.0,0.969,0.185,low,0,5,0,overcooked
Kastravec,1,Perime,3.27,7,16,3,2,Kuzhinë,20.0,2.008,0.614,high,2,1,0,spoiled
Kos,4,Bulmet,6.95,7,61,1,6,Frigorifer,4.0,2.189,0.315,medium,1,16,0,expired
Speca,1,Perime,1.3,10,31,6,6,Qilar,20.0,0.152,0.117,medium,1,5,1,spoiled
Tërshërë,5,Drithëra,0.37,180,389,165,14,Kuzhinë,20.0,0.0,0,low,0,8,0,none
Spinaq,1,Perime,7.22,5,23,4,3,Ngrirës,-18.0,1.466,0.203,medium,1,8,0,spoiled
Spinaq,1,Perime,6.44,5,23,3,2,Raft,20.0,3.664,0.569,high,2,20,0,expired
Banane,2,Fruta,3.7,6,89,3,3,Qilar,20.0,0.766,0.207,medium,1,8,0,spoiled
Mish viçi,3,Mish,4.33,4,250,4,2,Frigorifer,4.0,3.317,0.766,high,2,2,1,expired
Qumësht,4,Bulmet,1.96,5,42,4,5,Frigorifer,4.0,0.529,0.27,medium,1,17,0,spoiled
Mish pule,3,Mish,0.48,3,165,0,7,Qilar,20.0,0.195,0.407,medium,1,18,0,spoiled
Bukë,5,Drithëra,0.99,3,265,3,3,Qilar,20.0,0.402,0.406,medium,1,18,0,other
Salmon,3,Mish,2.08,2,208,1,2,Ngrirës,-18.0,1.394,0.67,high,2,5,0,spoiled
Bukë,5,Drithëra,5.13,3,265,0,4,Qilar,20.0,1.924,0.375,medium,1,5,0,spoiled
Bukë,5,Drithëra,8.18,3,265,1,1,Frigorifer,4.0,4.793,0.586,high,2,13,0,overcooked
Speca,1,Perime,3.78,10,31,0,13,Ngrirës,-18.0,0.0,0,low,0,16,0,none
Patate,1,Perime,8.57,45,77,7,43,Kuzhinë,20.0,2.074,0.242,low,0,9,0,spoiled
Domate,1,Perime,4.91,7,18,5,2,Raft,20.0,3.196,0.651,high,2,10,0,overcooked
Spinaq,1,Perime,0.23,5,23,5,-2,Kuzhinë,20.0,0.144,0.628,high,2,2,0,other
Lakër,1,Perime,5.75,14,25,11,7,Qilar,20.0,2.559,0.445,medium,1,13,0,overcooked
Tërshërë,5,Drithëra,2.84,180,389,121,56,Frigorifer,4.0,0.074,0.026,low,0,6,0,none
Portokall,2,Fruta,0.96,14,47,11,4,Frigorifer,4.0,0.372,0.387,medium,1,3,0,overcooked
Mish viçi,3,Mish,2.79,4,250,4,-2,Ngrirës,-18.0,1.314,0.471,high,2,19,0,other
Djathë,4,Bulmet,5.02,14,264,12,1,Frigorifer,4.0,2.676,0.533,high,2,16,0,spoiled
Domate,1,Perime,2.61,7,18,6,0,Kuzhinë,20.0,1.49,0.571,high,2,4,0,expired
Spinaq,1,Perime,3.14,5,23,1,4,Kuzhinë,20.0,0.785,0.25,medium,1,20,1,other
Djathë,4,Bulmet,5.71,14,264,7,10,Kuzhinë,20.0,2.649,0.464,low,0,7,0,spoiled
Mish viçi,3,Mish,4.96,4,250,3,1,Frigorifer,4.0,3.398,0.685,high,2,20,0,spoiled
Vezë,3,Mish,6.56,21,155,21,-3,Raft,20.0,3.07,0.468,high,2,17,1,other
Portokall,2,Fruta,2.45,14,47,10,4,Raft,20.0,0.818,0.334,medium,1,10,0,expired
Gjalpë,4,Bulmet,1.01,30,717,24,9,Raft,20.0,0.055,0.054,low,0,19,0,spoiled
Lakër,1,Perime,1.33,14,25,0,13,Frigorifer,4.0,0.246,0.185,low,0,19,0,overcooked
Piper,6,Erëza,0.33,1000,251,357,647,Qilar,20.0,0.047,0.142,low,0,19,1,overcooked
Salmon,3,Mish,0.17,2,208,0,-1,Ngrirës,-18.0,0.083,0.488,high,2,14,1,other
Banane,2,Fruta,3.16,6,89,5,4,Kuzhinë,20.0,0.55,0.174,medium,1,19,1,overcooked
Patate,1,Perime,4.26,45,77,12,36,Qilar,20.0,0.439,0.103,low,0,14,0,overcooked
Majdanoz,6,Erëza,3.37,5,36,0,8,Ngrirës,-18.0,0.354,0.105,low,0,16,0,expired
Kos,4,Bulmet,7.42,7,61,4,6,Raft,20.0,3.191,0.43,medium,1,6,1,other
Patate,1,Perime,1.19,45,77,40,7,Ngrirës,-18.0,0.535,0.45,medium,1,11,0,expired
Bukë,5,Drithëra,3.77,3,265,3,-3,Ngrirës,-18.0,2.926,0.776,high,2,12,0,expired
Kastravec,1,Perime,5.34,7,16,7,3,Ngrirës,-18.0,1.218,0.228,medium,1,3,0,overcooked
Qumësht,4,Bulmet,6.25,5,42,4,3,Raft,20.0,0.994,0.159,medium,1,13,0,overcooked
Mish viçi,3,Mish,6.61,4,250,1,4,Qilar,20.0,3.616,0.547,medium,1,8,0,overcooked
Kripë,6,Erëza,0.82,1000,0,918,83,Raft,20.0,0.047,0.057,low,0,4,1,spoiled
Vaj ulliri,6,Erëza,6.11,365,884,361,5,Ngrirës,-18.0,1.674,0.274,medium,1,19,0,other
Mollë,2,Fruta,0.27,21,52,21,5,Ngrirës,-18.0,0.125,0.462,medium,1,5,0,expired
Kos,4,Bulmet,3.35,7,61,6,0,Ngrirës,-18.0,1.558,0.465,high,2,19,0,expired
Lakër,1,Perime,1.66,14,25,0,18,Ngrirës,-18.0,0.0,0,low,0,2,0,none
Karrota,1,Perime,8.62,30,41,24,3,Raft,20.0,1.5,0.174,medium,1,12,0,overcooked
Oriz,5,Drithëra,7.13,365,130,211,156,Qilar,20.0,0.834,0.117,low,0,16,0,spoiled
Qepë,1,Perime,2.52,30,40,1,30,Qilar,20.0,0.181,0.072,low,0,13,0,spoiled
Tërshërë,5,Drithëra,6.15,180,389,145,32,Frigorifer,4.0,1.581,0.257,low,0,5,0,expired
Spinaq,1,Perime,7.81,5,23,1,8,Qilar,20.0,0.195,0.025,low,0,17,1,none
Speca,1,Perime,3.37,10,31,5,9,Frigorifer,4.0,0.775,0.23,low,0,18,1,expired
Kos,4,Bulmet,6.13,7,61,1,7,Ngrirës,-18.0,1.52,0.248,medium,1,9,0,other
Mish pule,3,Mish,2.29,3,165,0,3,Raft,20.0,0.268,0.117,medium,1,18,0,expired
Speca,1,Perime,3.04,10,31,2,8,Ngrirës,-18.0,0.432,0.142,low,0,2,0,spoiled
Banane,2,Fruta,4.63,6,89,1,6,Kuzhinë,20.0,1.032,0.223,medium,1,7,0,expired
Banane,2,Fruta,2.4,6,89,3,6,Kuzhinë,20.0,0.168,0.07,medium,1,18,0,expired
Djathë,4,Bulmet,7.94,14,264,10,6,Ngrirës,-18.0,2.334,0.294,medium,1,19,0,other
Vaj ulliri,6,Erëza,5.87,365,884,25,339,Kuzhinë,20.0,1.556,0.265,low,0,15,0,expired
Vezë,3,Mish,2.71,21,155,1,21,Ngrirës,-18.0,0.0,0,low,0,11,0,none
Spinaq,1,Perime,2.36,5,23,2,0,Raft,20.0,1.753,0.743,high,2,9,1,other
Limon,2,Fruta,1.89,21,29,10,10,Ngrirës,-18.0,0.635,0.336,low,0,7,0,spoiled
Gjalpë,4,Bulmet,7.95,30,717,0,29,Raft,20.0,1.86,0.234,low,0,4,0,spoiled
Domate,1,Perime,2.37,7,18,3,4,Qilar,20.0,0.744,0.314,medium,1,14,1,other
Patate,1,Perime,7.37,45,77,7,41,Frigorifer,4.0,0.958,0.13,low,0,15,1,spoiled
Vaj ulliri,6,Erëza,4.84,365,884,312,55,Qilar,20.0,0.0,0,low,0,8,0,none
Kastravec,1,Perime,2.85,7,16,5,2,Ngrirës,-18.0,2.668,0.936,high,2,8,0,other
Kastravec,1,Perime,2.43,7,16,3,5,Ngrirës,-18.0,1.028,0.423,medium,1,2,0,overcooked
Vezë,3,Mish,0.77,21,155,18,0,Ngrirës,-18.0,0.617,0.801,high,2,5,0,expired
Portokall,2,Fruta,0.68,14,47,13,4,Qilar,20.0,0.292,0.429,medium,1,18,1,expired
Piper,6,Erëza,9.18,1000,251,657,347,Frigorifer,4.0,0.459,0.05,low,0,20,0,none
Mollë,2,Fruta,0.6,21,52,11,15,Ngrirës,-18.0,0.123,0.205,low,0,18,1,spoiled
Kripë,6,Erëza,6.81,1000,0,644,355,Frigorifer,4.0,0.0,0,low,0,6,0,none
Limon,2,Fruta,6.03,21,29,18,5,Kuzhinë,20.0,3.359,0.557,medium,1,13,0,overcooked
Qumësht,4,Bulmet,7.27,5,42,1,4,Kuzhinë,20.0,0.654,0.09,medium,1,19,0,spoiled
Karrota,1,Perime,1.39,30,41,2,25,Frigorifer,4.0,0.165,0.119,low,0,17,1,expired
Lakër,1,Perime,7.0,14,25,11,8,Raft,20.0,0.0,0,low,0,2,0,none
Vezë,3,Mish,8.57,21,155,15,7,Frigorifer,4.0,4.019,0.469,medium,1,8,0,overcooked
Karrota,1,Perime,5.92,30,41,19,12,Qilar,20.0,0.403,0.068,low,0,4,1,expired
Kastravec,1,Perime,1.84,7,16,7,3,Qilar,20.0,0.39,0.212,medium,1,8,0,other
Kastravec,1,Perime,1.72,7,16,5,3,Ngrirës,-18.0,0.59,0.343,medium,1,13,0,overcooked
Kos,4,Bulmet,8.8,7,61,6,1,Ngrirës,-18.0,5.799,0.659,high,2,1,0,spoiled
Banane,2,Fruta,3.01,6,89,3,0,Kuzhinë,20.0,1.514,0.503,high,2,17,0,expired
Mollë,2,Fruta,4.7,21,52,5,13,Qilar,20.0,1.744,0.371,low,0,20,1,overcooked
Patate,1,Perime,6.16,45,77,20,25,Qilar,20.0,0.856,0.139,low,0,20,0,other
Mish viçi,3,Mish,6.38,4,250,1,2,Raft,20.0,2.814,0.441,high,2,11,1,spoiled
Mollë,2,Fruta,1.93,21,52,15,10,Qilar,20.0,0.12,0.062,low,0,19,0,expired
Mish viçi,3,Mish,0.9,4,250,3,3,Raft,20.0,0.345,0.383,medium,1,3,0,spoiled
Domate,1,Perime,6.58,7,18,2,4,Qilar,20.0,1.559,0.237,medium,1,14,0,expired
Spinaq,1,Perime,5.95,5,23,2,6,Ngrirës,-18.0,1.541,0.259,medium,1,14,0,other
Pasta,5,Drithëra,7.23,365,131,78,290,Qilar,20.0,1.432,0.198,low,0,6,0,other
Mish pule,3,Mish,0.85,3,165,2,6,Frigorifer,4.0,0.412,0.485,medium,1,18,0,expired
Speca,1,Perime,2.13,10,31,1,9,Frigorifer,4.0,0.0,0,low,0,2,0,none
Kos,4,Bulmet,5.39,7,61,3,3,Frigorifer,4.0,0.49,0.091,medium,1,3,0,spoiled
Karrota,1,Perime,9.5,30,41,5,23,Frigorifer,4.0,0.123,0.013,low,0,12,0,none
Majdanoz,6,Erëza,4.41,5,36,3,7,Kuzhinë,20.0,1.72,0.39,medium,1,13,0,expired
Karrota,1,Perime,7.66,30,41,3,32,Frigorifer,4.0,0.084,0.011,low,0,13,0,none
Banane,2,Fruta,7.53,6,89,6,-3,Frigorifer,4.0,5.791,0.769,high,2,13,0,other
Vezë,3,Mish,6.42,21,155,15,6,Kuzhinë,20.0,2.504,0.39,medium,1,13,0,other
Tërshërë,5,Drithëra,3.18,180,389,30,153,Ngrirës,-18.0,0.0,0,low,0,7,0,none
Pasta,5,Drithëra,1.88,365,131,312,52,Ngrirës,-18.0,0.122,0.065,low,0,6,0,spoiled
Kastravec,1,Perime,0.27,7,16,1,3,Qilar,20.0,0.039,0.143,medium,1,6,0,spoiled
Kripë,6,Erëza,9.73,1000,0,288,716,Raft,20.0,3.98,0.409,low,0,4,0,other
Majdanoz,6,Erëza,6.19,5,36,1,7,Raft,20.0,1.065,0.172,medium,1,20,0,expired
Oriz,5,Drithëra,1.69,365,130,357,8,Frigorifer,4.0,0.414,0.245,low,0,8,1,other
Mish viçi,3,Mish,0.31,4,250,1,0,Frigorifer,4.0,0.224,0.722,high,2,1,0,spoiled
Tërshërë,5,Drithëra,1.7,180,389,86,94,Frigorifer,4.0,0.012,0.007,low,0,1,0,none
Oriz,5,Drithëra,0.56,365,130,91,275,Ngrirës,-18.0,0.041,0.074,low,0,17,0,expired
Portokall,2,Fruta,5.58,14,47,2,15,Raft,20.0,1.194,0.214,low,0,20,0,expired
Vezë,3,Mish,4.04,21,155,13,7,Kuzhinë,20.0,0.513,0.127,medium,1,14,0,spoiled
Kastravec,1,Perime,8.45,7,16,3,9,Ngrirës,-18.0,0.0,0,low,0,7,1,none
Mish viçi,3,Mish,9.01,4,250,0,9,Qilar,20.0,0.054,0.006,low,0,4,1,none
Kastravec,1,Perime,4.04,7,16,1,6,Frigorifer,4.0,0.739,0.183,medium,1,1,0,spoiled
Spinaq,1,Perime,6.67,5,23,1,4,Ngrirës,-18.0,2.341,0.351,medium,1,20,0,expired
Pasta,5,Drithëra,5.45,365,131,260,105,Raft,20.0,0.24,0.044,low,0,3,1,none
Limon,2,Fruta,7.11,21,29,0,24,Kuzhinë,20.0,1.266,0.178,low,0,16,1,expired
Oriz,5,Drithëra,0.53,365,130,322,45,Raft,20.0,0.075,0.141,low,0,17,0,overcooked
Lakër,1,Perime,7.73,14,25,9,4,Kuzhinë,20.0,1.693,0.219,medium,1,20,1,other
Karrota,1,Perime,4.66,30,41,16,12,Raft,20.0,0.0,0,low,0,18,0,none
Djathë,4,Bulmet,6.96,14,264,5,13,Ngrirës,-18.0,1.817,0.261,low,0,1,0,other
Mish pule,3,Mish,3.75,3,165,3,5,Qilar,20.0,0.866,0.231,medium,1,19,0,spoiled
Limon,2,Fruta,4.54,21,29,9,17,Raft,20.0,0.731,0.161,low,0,19,0,overcooked
Limon,2,Fruta,2.31,21,29,8,16,Kuzhinë,20.0,0.199,0.086,low,0,10,0,expired
Vezë,3,Mish,2.75,21,155,15,5,Raft,20.0,0.784,0.285,medium,1,14,1,overcooked
Patate,1,Perime,7.67,45,77,36,12,Raft,20.0,0.0,0,low,0,20,1,none
Banane,2,Fruta,6.89,6,89,3,4,Raft,20.0,2.198,0.319,medium,1,12,0,other
Mollë,2,Fruta,0.85,21,52,16,5,Qilar,20.0,0.33,0.388,medium,1,4,1,other
Lakër,1,Perime,2.96,14,25,7,12,Qilar,20.0,0.0,0,low,0,7,1,none
Tërshërë,5,Drithëra,5.86,180,389,136,42,Raft,20.0,1.319,0.225,low,0,18,0,overcooked
Banane,2,Fruta,3.23,6,89,6,-1,Raft,20.0,1.932,0.598,high,2,13,0,overcooked
Kastravec,1,Perime,1.27,7,16,0,6,Frigorifer,4.0,0.0,0,medium,1,13,1,none
Banane,2,Fruta,5.57,6,89,0,3,Raft,20.0,2.941,0.528,medium,1,6,0,overcooked
Portokall,2,Fruta,5.25,14,47,12,2,Raft,20.0,4.762,0.907,high,2,18,0,expired
Limon,2,Fruta,4.88,21,29,21,5,Raft,20.0,1.469,0.301,medium,1,8,1,overcooked
Piper,6,Erëza,8.56,1000,251,108,897,Ngrirës,-18.0,0.0,0,low,0,1,0,none
Vezë,3,Mish,7.9,21,155,0,18,Frigorifer,4.0,3.579,0.453,low,0,7,0,overcooked
Tërshërë,5,Drithëra,3.96,180,389,173,10,Raft,20.0,1.394,0.352,low,0,12,0,expired
Portokall,2,Fruta,3.94,14,47,1,18,Qilar,20.0,1.135,0.288,low,0,19,0,other
Djathë,4,Bulmet,6.68,14,264,14,1,Raft,20.0,2.826,0.423,high,2,16,0,expired
Qumësht,4,Bulmet,4.77,5,42,3,-1,Frigorifer,4.0,3.248,0.681,high,2,4,0,other
Portokall,2,Fruta,8.9,14,47,1,10,Qilar,20.0,1.246,0.14,low,0,9,0,expired
Mish pule,3,Mish,4.89,3,165,2,4,Raft,20.0,3.1,0.634,medium,1,13,0,spoiled
Banane,2,Fruta,9.41,6,89,3,2,Qilar,20.0,5.815,0.618,high,2,12,1,other
Spinaq,1,Perime,3.22,5,23,3,1,Ngrirës,-18.0,1.687,0.524,high,2,6,0,expired
Limon,2,Fruta,2.44,21,29,20,2,Kuzhinë,20.0,1.381,0.566,high,2,10,1,other
Banane,2,Fruta,5.46,6,89,5,3,Qilar,20.0,1.714,0.314,medium,1,20,0,other
Limon,2,Fruta,1.79,21,29,7,19,Frigorifer,4.0,0.184,0.103,low,0,5,0,overcooked
Tërshërë,5,Drithëra,3.54,180,389,26,153,Raft,20.0,0.411,0.116,low,0,2,0,spoiled
Mish pule,3,Mish,1.36,3,165,1,0,Kuzhinë,20.0,0.885,0.651,high,2,8,0,other
Salmon,3,Mish,1.65,2,208,1,6,Raft,20.0,0.455,0.276,medium,1,8,0,overcooked
Bukë,5,Drithëra,6.78,3,265,2,0,Ngrirës,-18.0,4.705,0.694,high,2,12,0,overcooked
Karrota,1,Perime,4.12,30,41,16,16,Kuzhinë,20.0,1.244,0.302,low,0,12,0,other
Patate,1,Perime,0.64,45,77,3,47,Qilar,20.0,0.082,0.128,low,0,20,0,overcooked
Vezë,3,Mish,4.6,21,155,8,17,Ngrirës,-18.0,0.29,0.063,low,0,12,0,overcooked
Vaj ulliri,6,Erëza,1.5,365,884,224,146,Qilar,20.0,0.099,0.066,low,0,4,1,expired
Portokall,2,Fruta,5.85,14,47,11,7,Ngrirës,-18.0,0.047,0.008,medium,1,9,0,none
Majdanoz,6,Erëza,9.02,5,36,1,1,Raft,20.0,4.627,0.513,high,2,1,0,spoiled
Karrota,1,Perime,5.35,30,41,13,15,Frigorifer,4.0,1.337,0.25,low,0,7,0,spoiled
Mish viçi,3,Mish,9.37,4,250,4,4,Raft,20.0,0.0,0,medium,1,3,0,none
Kripë,6,Erëza,1.82,1000,0,556,448,Ngrirës,-18.0,0.16,0.088,low,0,1,0,other
Kastravec,1,Perime,3.23,7,16,1,8,Qilar,20.0,0.543,0.168,low,0,14,0,spoiled
